filename,sample_id,accession,path,study,bioproject_accession,biosample_accession,library_ID,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,ntsm_result,total_Gbp
HG00738-27a-1_S5_L004_R1_001.fastq.gz,HG00738,SRR30613834,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-1-1_S5_L004_R1_001-1_S5_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00738,17922615302,5.78,0.540128,Similar,17.92
HG00738-27a-2_S6_L001_R1_001.fastq.gz,HG00738,SRR30613833,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2-2_S6_L001_R1_001-2_S6_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00738,20966714303,6.76,0.499276,Similar,20.97
HG00738-27a-2_S6_L002_R1_001.fastq.gz,HG00738,SRR30613829,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2-2_S6_L002_R1_001-2_S6_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00738,18176641824,5.86,0.513316,Similar,18.18
HG00738-27a-2_S6_L003_R1_001.fastq.gz,HG00738,SRR30613825,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2-2_S6_L003_R1_001-2_S6_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00738,17927564334,5.78,0.527902,Similar,17.93
HG00738-27a-2_S6_L004_R1_001.fastq.gz,HG00738,SRR30613824,s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237493,HG00738-27a-2-2_S6_L004_R1_001-2_S6_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG00738,20501818761,6.61,0.551244,Similar,20.5
HG01099-48d-1_S9_L001_R1_001.fastq.gz,HG01099,SRR30613670,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1-1_S9_L001_R1_001-1_S9_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,44345156707,14.3,0.446262,Similar,44.35
HG01099-48d-1_S9_L002_R1_001.fastq.gz,HG01099,SRR30613669,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1-1_S9_L002_R1_001-1_S9_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,44250179223,14.27,0.475752,Similar,44.25
HG01099-48d-1_S9_L003_R1_001.fastq.gz,HG01099,SRR30613667,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1-1_S9_L003_R1_001-1_S9_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,42973424503,13.86,0.463932,Similar,42.97
HG01099-48d-1_S9_L004_R1_001.fastq.gz,HG01099,SRR30613666,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-1_S9_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-1-1_S9_L004_R1_001-1_S9_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,41647099520,13.43,0.457563,Similar,41.65
HG01099-48d-2_S10_L001_R1_001.fastq.gz,HG01099,SRR30613665,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2-2_S10_L001_R1_001-2_S10_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,34159284495,11.02,0.489721,Similar,34.16
HG01099-48d-2_S10_L002_R1_001.fastq.gz,HG01099,SRR30613663,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2-2_S10_L002_R1_001-2_S10_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,33839554348,10.92,0.499502,Similar,33.84
HG01099-48d-2_S10_L003_R1_001.fastq.gz,HG01099,SRR30613662,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2-2_S10_L003_R1_001-2_S10_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,31688513653,10.22,0.476125,Similar,31.69
HG01099-48d-2_S10_L004_R1_001.fastq.gz,HG01099,SRR30613660,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237494,HG01099-48d-2-2_S10_L004_R1_001-2_S10_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01099,29788957117,9.61,0.507264,Similar,29.79
HG01255-22b-1_S1_L001_R1_001.fastq.gz,HG01255,SRR30613659,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1-1_S1_L001_R1_001-1_S1_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,16681351404,5.38,0.529301,Similar,16.68
HG01255-22b-1_S1_L002_R1_001.fastq.gz,HG01255,SRR30613658,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1-1_S1_L002_R1_001-1_S1_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,16195169606,5.22,0.506356,Similar,16.2
HG01255-22b-1_S1_L003_R1_001.fastq.gz,HG01255,SRR30613657,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1-1_S1_L003_R1_001-1_S1_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,15429008129,4.98,0.563926,Similar,15.43
HG01255-22b-1_S1_L004_R1_001.fastq.gz,HG01255,SRR30613656,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-1_S1_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-1-1_S1_L004_R1_001-1_S1_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,16617551009,5.36,0.514441,Similar,16.62
HG01255-22b-2_S2_L001_R1_001.fastq.gz,HG01255,SRR30613654,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2-2_S2_L001_R1_001-2_S2_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,24589117638,7.93,0.467304,Similar,24.59
HG01255-22b-2_S2_L002_R1_001.fastq.gz,HG01255,SRR30613652,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2-2_S2_L002_R1_001-2_S2_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,22131125314,7.14,0.468712,Similar,22.13
HG01255-22b-2_S2_L003_R1_001.fastq.gz,HG01255,SRR30613651,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2-2_S2_L003_R1_001-2_S2_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,22238062415,7.17,0.474316,Similar,22.24
HG01255-22b-2_S2_L004_R1_001.fastq.gz,HG01255,SRR30613650,s3://human-pangenomics/working/HPRC/HG01255/raw_data/hic/HG01255-22b-2_S2_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237495,HG01255-22b-2-2_S2_L004_R1_001-2_S2_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01255,24716422119,7.97,0.497556,Similar,24.72
HG01346-35a-1_S13_L001_R1_001.fastq.gz,HG01346,SRR30613832,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1-1_S13_L001_R1_001-1_S13_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,16080143956,5.19,0.531304,Similar,16.08
HG01346-35a-1_S13_L002_R1_001.fastq.gz,HG01346,SRR30613830,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1-1_S13_L002_R1_001-1_S13_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,15782722375,5.09,0.519959,Similar,15.78
HG01346-35a-1_S13_L003_R1_001.fastq.gz,HG01346,SRR30613828,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1-1_S13_L003_R1_001-1_S13_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,16095195043,5.19,0.510559,Similar,16.1
HG01346-35a-1_S13_L004_R1_001.fastq.gz,HG01346,SRR30613672,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-1_S13_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-1-1_S13_L004_R1_001-1_S13_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,15380919737,4.96,0.515589,Similar,15.38
HG01346-35a-2_S14_L001_R1_001.fastq.gz,HG01346,SRR30613827,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2-2_S14_L001_R1_001-2_S14_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,14544675512,4.69,0.543407,Similar,14.54
HG01346-35a-2_S14_L002_R1_001.fastq.gz,HG01346,SRR30613826,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2-2_S14_L002_R1_001-2_S14_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,14268195144,4.6,0.523963,Similar,14.27
HG01346-35a-2_S14_L003_R1_001.fastq.gz,HG01346,SRR30613822,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2-2_S14_L003_R1_001-2_S14_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,14561225280,4.7,0.556958,Similar,14.56
HG01346-35a-2_S14_L004_R1_001.fastq.gz,HG01346,SRR30613821,s3://human-pangenomics/working/HPRC/HG01346/raw_data/hic/HG01346-35a-2_S14_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267379,HG01346-35a-2-2_S14_L004_R1_001-2_S14_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01346,13931683671,4.49,0.552218,Similar,13.93
HG01496-43a-1_S13_L001_R1_001.fastq.gz,HG01496,SRR30613819,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1-1_S13_L001_R1_001-1_S13_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,16707109865,5.39,0.534152,Similar,16.71
HG01496-43a-1_S13_L002_R1_001.fastq.gz,HG01496,SRR30613818,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1-1_S13_L002_R1_001-1_S13_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,13629250197,4.4,0.551344,Similar,13.63
HG01496-43a-1_S13_L003_R1_001.fastq.gz,HG01496,SRR30613664,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1-1_S13_L003_R1_001-1_S13_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,13851906875,4.47,0.569148,Similar,13.85
HG01496-43a-1_S13_L004_R1_001.fastq.gz,HG01496,SRR30613817,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-1_S13_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-1-1_S13_L004_R1_001-1_S13_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,16453739298,5.31,0.546852,Similar,16.45
HG01496-43a-2_S14_L001_R1_001.fastq.gz,HG01496,SRR30613816,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2-2_S14_L001_R1_001-2_S14_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,14366749798,4.63,0.554269,Similar,14.37
HG01496-43a-2_S14_L002_R1_001.fastq.gz,HG01496,SRR30613661,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2-2_S14_L002_R1_001-2_S14_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,11789935190,3.8,0.539892,Similar,11.79
HG01496-43a-2_S14_L003_R1_001.fastq.gz,HG01496,SRR30613815,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2-2_S14_L003_R1_001-2_S14_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,11778606793,3.8,0.573823,Similar,11.78
HG01496-43a-2_S14_L004_R1_001.fastq.gz,HG01496,SRR30613814,s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26237497,HG01496-43a-2-2_S14_L004_R1_001-2_S14_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01496,14002944412,4.52,0.557804,Similar,14.0
HG01884-49d-1_S5_L001_R1_001.fastq.gz,HG01884,SRR30613812,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1-1_S5_L001_R1_001-1_S5_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01884,34623182101,11.17,0.480757,Similar,34.62
HG01884-49d-1_S5_L002_R1_001.fastq.gz,HG01884,SRR30613811,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1-1_S5_L002_R1_001-1_S5_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01884,34676518613,11.19,0.44543,Similar,34.68
HG01884-49d-1_S5_L003_R1_001.fastq.gz,HG01884,SRR30613810,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L003_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1-1_S5_L003_R1_001-1_S5_L003_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01884,33214817044,10.71,0.490835,Similar,33.21
HG01884-49d-1_S5_L004_R1_001.fastq.gz,HG01884,SRR30613809,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-1_S5_L004_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-1-1_S5_L004_R1_001-1_S5_L004_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01884,32369409063,10.44,0.455756,Similar,32.37
HG01884-49d-2_S6_L001_R1_001.fastq.gz,HG01884,SRR30613653,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-2_S6_L001_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-2-2_S6_L001_R1_001-2_S6_L001_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01884,37516948189,12.1,0.452907,Similar,37.52
HG01884-49d-2_S6_L002_R1_001.fastq.gz,HG01884,SRR30613808,s3://human-pangenomics/working/HPRC/HG01884/raw_data/hic/HG01884-49d-2_S6_L002_R1_001.fastq.gz,SRP305758,PRJNA701308,SAMN26267393,HG01884-49d-2-2_S6_L002_R1_001-2_S6_L002_R2_001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of HG01884,37393333326,12.06,0.490871,Similar,37.39
