accession,study,bioproject_accession,biosample_accession,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,filename,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,sample_ID,path,production,data_type,MM_tag,coverage,ntsm_score,ccs_algorithm
SRR25618911,SRP305758,PRJNA701308,SAMN26267389,HG04199.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG04199.m54329U_210614_155303.dc.q20.fastq.gz,1382212,25010499813,25.01,781,50354,18094,14393,17292,20961,15438,18677,22676,HG04199,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210614_155303.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,8.07,,
SRR25618944,SRP305758,PRJNA701308,SAMN26237490,HG00423_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2,C2,Washington University,tgraves@wustl.edu,HG00423.m64043_210207_011920.dc.q20.fastq.gz,2102877,38839139125,38.84,25,50437,18469,16369,18215,20151,16793,18648,20653,HG00423,s3://human-pangenomics/working/HPRC/HG00423/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00423.m64043_210207_011920.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.53,,
SRR25618943,SRP305758,PRJNA701308,SAMN26237491,HG00544_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2,C2,Washington University,tgraves@wustl.edu,HG00544.m64136_210522_014758.dc.q20.fastq.gz,1138126,22585207501,22.59,45,50267,19844,16973,18740,22196,17318,19529,23187,HG00544,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00544.m64136_210522_014758.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,7.29,,
SRR25618921,SRP305758,PRJNA701308,SAMN26237492,HG00609_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2,C2,Washington University,tgraves@wustl.edu,HG00609.m64136_210624_033152.dc.q20.fastq.gz,1926656,39500111186,39.5,520,51015,20501,17481,19264,22777,17841,20052,24046,HG00609,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00609.m64136_210624_033152.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.74,,
SRR25618910,SRP305758,PRJNA701308,SAMN26267378,HG00642.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG00642.m64076_210516_091844.dc.q20.fastq.gz,1807795,34958291422,34.96,44,50162,19337,16092,18580,21854,16763,19569,23067,HG00642,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210516_091844.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.28,,
SRR25618909,SRP305758,PRJNA701308,SAMN26237493,HG00738_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG00738.m64043_210531_080529.dc.q20.fastq.gz,1423613,31001210271,31.0,47,50125,21776,18604,20359,23857,18972,21064,25465,HG00738,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210531_080529.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,10.0,,
SRR25618908,SRP305758,PRJNA701308,SAMN26237494,HG01099_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01099.m64043_210705_162656.dc.q20.fastq.gz,2234363,42756123029,42.76,44,50351,19135,16254,18838,21230,16747,19503,21923,HG01099,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01099.m64043_210705_162656.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,13.79,,
SRR25618907,SRP305758,PRJNA701308,SAMN26237495,HG01255_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01255.m64136_210516_022225.dc.q20.fastq.gz,1870310,39097500368,39.1,46,51051,20904,17358,19974,23358,17913,21029,24676,HG01255,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64136_210516_022225.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.61,,
SRR25618906,SRP305758,PRJNA701308,SAMN26267379,HG01346.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG01346.m54329U_210629_024631.dc.q20.fastq.gz,2173878,40011710090,40.01,49,50199,18405,15649,17656,20519,16107,18405,21540,HG01346,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01346.m54329U_210629_024631.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.91,,
SRR25618905,SRP305758,PRJNA701308,SAMN26267379,HG01346_f345_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,SageELF,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG01346.m64076_210621_234241.dc.q20.fastq.gz,2030577,39700835051,39.7,43,50179,19551,16536,18975,22087,17151,19846,23067,HG01346,s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01346.m64076_210621_234241.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.81,,
SRR25618942,SRP305758,PRJNA701308,SAMN26237496,HG01433_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01433.m64136_210606_025622.dc.q20.fastq.gz,1213070,27184347020,27.18,42,51159,22409,18830,21474,25267,19443,22602,26511,HG01433,s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01433.m64136_210606_025622.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,8.77,,
SRR25618941,SRP305758,PRJNA701308,SAMN26237497,HG01496_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01496.m64043_210627_054642.dc.q20.fastq.gz,1611744,36138790975,36.14,45,51193,22422,18139,21218,25588,18878,22840,27254,HG01496,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01496.m64043_210627_054642.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.66,,
SRR25618940,SRP305758,PRJNA701308,SAMN26267393,HG01884.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG01884.m54329U_210716_214728.dc.q20.fastq.gz,2109258,38497457417,38.5,45,50795,18251,15448,17501,20382,15935,18287,21431,HG01884,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01884.m54329U_210716_214728.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.42,,
SRR25618939,SRP305758,PRJNA701308,SAMN26237499,HG01943_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01943.m64043_210718_100009.dc.q20.fastq.gz,1776866,33538260980,33.54,48,49133,18874,17350,18570,20070,17526,18803,20368,HG01943,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210718_100009.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,10.82,,
SRR25618938,SRP305758,PRJNA701308,SAMN26237500,HG01981_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01981.m64136_210627_054246.dc.q20.fastq.gz,1956854,43960296289,43.96,102,50860,22464,20076,21715,24024,20349,22149,24708,HG01981,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01981.m64136_210627_054246.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,14.18,,
SRR25618937,SRP305758,PRJNA701308,SAMN26237501,HG01993_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01993.m64043_210622_163331.dc.q20.fastq.gz,2163858,44634069005,44.63,42,50531,20627,18550,20160,22251,18833,20551,22780,HG01993,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01993.m64043_210622_163331.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,14.4,,
SRR25618936,SRP305758,PRJNA701308,SAMN26237502,HG02004_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02004.m64136_210702_183526.dc.q20.fastq.gz,1923385,36949205465,36.95,47,50661,19210,16340,18205,21437,16703,19149,22374,HG02004,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02004.m64136_210702_183526.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.92,,
SRR25618935,SRP305758,PRJNA701308,SAMN26237503,HG02027_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02027.m64136_210207_012053.dc.q20.fastq.gz,1951619,37673248769,37.67,24,50927,19303,17153,18544,20552,17409,18939,21302,HG02027,s3://human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02027.m64136_210207_012053.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.15,,
SRR25618934,SRP305758,PRJNA701308,SAMN26237504,HG02083_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02083.m64136_210319_191015.dc.q20.fastq.gz,1893100,37863834140,37.86,90,49826,20000,17225,18744,21992,17522,19335,23215,HG02083,s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02083.m64136_210319_191015.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.21,,
SRR25618933,SRP305758,PRJNA701308,SAMN26267382,HG02132.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 26kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02132.m54329U_210704_040110.dc.q20.fastq.gz,1742071,35130948006,35.13,48,50573,20166,17147,19333,22479,17640,20164,23599,HG02132,s3://human-pangenomics/working/HPRC/HG02132/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02132.m54329U_210704_040110.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.33,,
SRR25618930,SRP305758,PRJNA701308,SAMN26237505,HG02280_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02280.m64136_210718_091611.dc.q20.fastq.gz,2081358,39525414108,39.53,747,51295,18990,16201,18631,21009,16660,19287,21692,HG02280,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02280.m64136_210718_091611.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.75,,
SRR25618929,SRP305758,PRJNA701308,SAMN26267394,HG02293.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02293.m54329U_210721_092510.dc.q20.fastq.gz,1837712,35083848420,35.08,23,50404,19091,16157,18264,21270,16646,19077,22391,HG02293,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02293.m54329U_210721_092510.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.32,,
SRR25618928,SRP305758,PRJNA701308,SAMN26267395,HG02300.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02300.m54329U_210710_123004.dc.q20.fastq.gz,2132281,37900203324,37.9,86,51077,17774,14698,17055,20162,15376,18026,21420,HG02300,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02300.m54329U_210710_123004.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.23,,
SRR25618927,SRP305758,PRJNA701308,SAMN26237506,HG02523_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02523.m64043_210508_033135.dc.q20.fastq.gz,1699094,35576325399,35.58,86,50629,20938,17588,19301,23046,17975,20119,24965,HG02523,s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02523.m64043_210508_033135.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.48,,
SRR25618926,SRP305758,PRJNA701308,SAMN26237507,HG02602_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02602.m64043_210613_133026.dc.q20.fastq.gz,1463377,30027050010,30.03,395,50380,20519,17725,19127,22230,17989,19675,23788,HG02602,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02602.m64043_210613_133026.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,9.69,,
SRR25618925,SRP305758,PRJNA701308,SAMN26237508,HG02615_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02615.m64136_210530_004827.dc.q20.fastq.gz,1820751,35551275524,35.55,45,50310,19525,16835,18707,21746,17197,19438,22551,HG02615,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02615.m64136_210530_004827.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.47,,
SRR25618924,SRP305758,PRJNA701308,SAMN26267383,HG02647.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02647.m64076_210527_231639.dc.q20.fastq.gz,1871199,31380994575,31.38,3,49551,16770,13644,16259,19411,14565,17370,20696,HG02647,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02647.m64076_210527_231639.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,10.12,,
SRR25618922,SRP305758,PRJNA701308,SAMN26237509,HG02698_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02698.m64136_210514_184433.dc.q20.fastq.gz,1713223,34217694961,34.22,86,49682,19972,17133,18877,22274,17474,19614,23338,HG02698,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02698.m64136_210514_184433.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.04,,
SRR25618920,SRP305758,PRJNA701308,SAMN26267396,HG02738.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02738.m64076_210711_102225.dc.q20.fastq.gz,1699287,32307899811,32.31,90,50834,19012,15908,18229,21416,16517,19166,22639,HG02738,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210711_102225.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,10.42,,
SRR25618919,SRP305758,PRJNA701308,SAMN26237511,HG03654_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG03654.m64043_210528_171552.dc.q20.fastq.gz,1435262,27331360113,27.33,722,50298,19042,16278,18102,21275,16617,19019,22123,HG03654,s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03654.m64043_210528_171552.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,8.82,,
SRR25618918,SRP305758,PRJNA701308,SAMN26237512,HG03669_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG03669.m64043_210606_013256.dc.q20.fastq.gz,1830005,36717598973,36.72,86,49794,20064,17862,20013,22077,18499,20473,22605,HG03669,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03669.m64043_210606_013256.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.84,,
SRR25618917,SRP305758,PRJNA701308,SAMN26267385,HG03688.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG03688.m54329U_210611_221457.dc.q20.fastq.gz,1544005,26827713153,26.83,45,49520,17375,15069,16733,19138,15395,17291,19906,HG03688,s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03688.m54329U_210611_221457.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,8.65,,
SRR25618916,SRP305758,PRJNA701308,SAMN26237513,HG03710_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG03710.m64043_210516_020821.dc.q20.fastq.gz,1861293,38731255168,38.73,46,50979,20808,17367,19294,23216,17800,20403,24763,HG03710,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210516_020821.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,12.49,,
SRR25618915,SRP305758,PRJNA701308,SAMN26237514,HG03831_lib1_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG03831.m64136_210613_130744.dc.q20.fastq.gz,1093100,23794183957,23.79,384,50639,21767,19472,21084,23348,19763,21511,24041,HG03831,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03831.m64136_210613_130744.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,7.68,,
SRR25618914,SRP305758,PRJNA701308,SAMN26267386,HG03927a.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 17kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG03927.m64076_210514_222349.dc.q20.fastq.gz,2028143,31720336234,31.72,47,47378,15640,12968,15084,17814,13607,15946,18904,HG03927,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03927.m64076_210514_222349.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,10.23,,
SRR25618913,SRP305758,PRJNA701308,SAMN26267388,HG04115.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG04115.m64076_210625_220013.dc.q20.fastq.gz,1598216,34568000439,34.57,43,50979,21629,17636,21075,25101,18862,22513,26648,HG04115,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04115.m64076_210625_220013.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.15,,
SRR25618912,SRP305758,PRJNA701308,SAMN26267397,HG04184.HFSS_dc,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA rebasecalled using DeepConsensus,fastq.gz,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG04184.m64076_210708_084125.dc.q20.fastq.gz,1843083,34306159556,34.31,43,50256,18613,15733,17850,20816,16240,18660,21911,HG04184,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04184.m64076_210708_084125.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2,unaligned reads,,11.07,,
